module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M11A,M11A.11.9(a),,4. What is the primary benefit of winglets?,Convert wingtip vortices into forward thrust,Increase cabin pressurization efficiency,Replace horizontal stabilizers,,Convert wingtip vortices into forward thrust,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What is the primary benefit of winglets?"", ""question"": ""4. What is the primary benefit of winglets?"", ""options"": [""Convert wingtip vortices into forward thrust"", ""Increase cabin pressurization efficiency"", ""Replace horizontal stabilizers""], ""correct"": ""Convert wingtip vortices into forward thrust"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.81.2,,5. How do winglets improve fuel efficiency?,By reducing induced drag at wingtips,By increasing laminar flow over flaps,By blocking span-wise airflow,,By reducing induced drag at wingtips,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. How do winglets improve fuel efficiency?"", ""question"": ""5. How do winglets improve fuel efficiency?"", ""options"": [""By reducing induced drag at wingtips"", ""By increasing laminar flow over flaps"", ""By blocking span-wise airflow""], ""correct"": ""By reducing induced drag at wingtips"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.81.2"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.09,,1. What defines the boundary layer on a wing?,Airflow velocity ranging from zero at the surface to free-stream speed,The area where shock waves form during supersonic flight,The space between wing spars,,Airflow velocity ranging from zero at the surface to free-stream speed,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What defines the boundary layer on a wing?"", ""question"": ""1. What defines the boundary layer on a wing?"", ""options"": [""Airflow velocity ranging from zero at the surface to free-stream speed"", ""The area where shock waves form during supersonic flight"", ""The space between wing spars""], ""correct"": ""Airflow velocity ranging from zero at the surface to free-stream speed"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.09"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(e),,2. What happens to the boundary layer as airflow moves toward the trailing edge?,It becomes thinner and laminar,It transitions from laminar to turbulent,It detaches completely from the wing,,It transitions from laminar to turbulent,MEDIUM,,,,REVIEWED,KB partial (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. What happens to the boundary layer as airflow moves toward the trailing edge?"", ""question"": ""2. What happens to the boundary layer as airflow moves toward the trailing edge?"", ""options"": [""It becomes thinner and laminar"", ""It transitions from laminar to turbulent"", ""It detaches completely from the wing""], ""correct"": ""It transitions from laminar to turbulent"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(e),,"3. What is the ""transition point""?",Where laminar flow becomes turbulent,Where flaps deploy during landing,The junction between wing and fuselage,,Where laminar flow becomes turbulent,EASY,,,,REVIEWED,Final KB direct (score=2),1,Module 11 Rans.pdf,"{""raw"": ""3. What is the \""transition point\""?"", ""question"": ""3. What is the \""transition point\""?"", ""options"": [""Where laminar flow becomes turbulent"", ""Where flaps deploy during landing"", ""The junction between wing and fuselage""], ""correct"": ""Where laminar flow becomes turbulent"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,4. How does increasing airspeed affect the transition point?,Moves it forward toward the leading edge,Has no effect on boundary layer behavior,Causes immediate airflow separation,,Moves it forward toward the leading edge,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. How does increasing airspeed affect the transition point?"", ""question"": ""4. How does increasing airspeed affect the transition point?"", ""options"": [""Moves it forward toward the leading edge"", ""Has no effect on boundary layer behavior"", ""Causes immediate airflow separation""], ""correct"": ""Moves it forward toward the leading edge"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,5. Which devices are used for boundary layer control?,Vortex generators and stall wedges,Winglets and fences,Spoilers and speed brakes,,Vortex generators and stall wedges,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Which devices are used for boundary layer control?"", ""question"": ""5. Which devices are used for boundary layer control?"", ""options"": [""Vortex generators and stall wedges"", ""Winglets and fences"", ""Spoilers and speed brakes""], ""correct"": ""Vortex generators and stall wedges"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(e),,1. How do vortex generators energize the boundary layer?,By shedding vortices that mix high-energy air into sluggish airflow,By heating the wing surface,By deflecting airflow downward,,By shedding vortices that mix high-energy air into sluggish airflow,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. How do vortex generators energize the boundary layer?"", ""question"": ""1. How do vortex generators energize the boundary layer?"", ""options"": [""By shedding vortices that mix high-energy air into sluggish airflow"", ""By heating the wing surface"", ""By deflecting airflow downward""], ""correct"": ""By shedding vortices that mix high-energy air into sluggish airflow"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,2. Where are vortex generators typically installed?,On the vertical stabilizer,"On the wing surface, projecting into the free stream",Inside engine nacelles,,"On the wing surface, projecting into the free stream",MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Where are vortex generators typically installed?"", ""question"": ""2. Where are vortex generators typically installed?"", ""options"": [""On the vertical stabilizer"", ""On the wing surface, projecting into the free stream"", ""Inside engine nacelles""], ""correct"": ""On the wing surface, projecting into the free stream"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,3. What drag trade-off do vortex generators create?,Small vortex drag for significant boundary layer drag reduction,Increased parasitic drag with no benefit,Complete elimination of induced drag,,Small vortex drag for significant boundary layer drag reduction,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What drag trade-off do vortex generators create?"", ""question"": ""3. What drag trade-off do vortex generators create?"", ""options"": [""Small vortex drag for significant boundary layer drag reduction"", ""Increased parasitic drag with no benefit"", ""Complete elimination of induced drag""], ""correct"": ""Small vortex drag for significant boundary layer drag reduction"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,4. How do vortex generators affect shock waves at high speeds?,Weaken them to reduce shock drag,Intensify them for better control,Have no measurable effect,,Weaken them to reduce shock drag,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. How do vortex generators affect shock waves at high speeds?"", ""question"": ""4. How do vortex generators affect shock waves at high speeds?"", ""options"": [""Weaken them to reduce shock drag"", ""Intensify them for better control"", ""Have no measurable effect""], ""correct"": ""Weaken them to reduce shock drag"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,What is the approximate height of vortex generators relative to the boundary,1x boundary layer thickness,3x boundary layer thickness,10x boundary layer thickness,,1x boundary layer thickness,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""What is the approximate height of vortex generators relative to the boundary"", ""question"": ""What is the approximate height of vortex generators relative to the boundary"", ""options"": [""1x boundary layer thickness"", ""3x boundary layer thickness"", ""10x boundary layer thickness""], ""correct"": ""1x boundary layer thickness"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,1. What is the purpose of stall wedges?,Ensure the wing root stalls before the tip,Increase cruise speed efficiency,Replace ailerons during landing,,Ensure the wing root stalls before the tip,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the purpose of stall wedges?"", ""question"": ""1. What is the purpose of stall wedges?"", ""options"": [""Ensure the wing root stalls before the tip"", ""Increase cruise speed efficiency"", ""Replace ailerons during landing""], ""correct"": ""Ensure the wing root stalls before the tip"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,2. Where are stall wedges typically mounted?,At the wingtip,One-third span on the leading edge,On the horizontal stabilizer,,One-third span on the leading edge,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Where are stall wedges typically mounted?"", ""question"": ""2. Where are stall wedges typically mounted?"", ""options"": [""At the wingtip"", ""One-third span on the leading edge"", ""On the horizontal stabilizer""], ""correct"": ""One-third span on the leading edge"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,3. How do stall wedges improve roll control during stalls?,By smoothing airflow over ailerons,By increasing wing twist,By deploying spoilers automatically,,By smoothing airflow over ailerons,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. How do stall wedges improve roll control during stalls?"", ""question"": ""3. How do stall wedges improve roll control during stalls?"", ""options"": [""By smoothing airflow over ailerons"", ""By increasing wing twist"", ""By deploying spoilers automatically""], ""correct"": ""By smoothing airflow over ailerons"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,Which device combines boundary layer control with leading-edge camber,Krueger flaps,Wing fences,Vortex generators,,Krueger flaps,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""Which device combines boundary layer control with leading-edge camber"", ""question"": ""Which device combines boundary layer control with leading-edge camber"", ""options"": [""Krueger flaps"", ""Wing fences"", ""Vortex generators""], ""correct"": ""Krueger flaps"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,5. What is a key feature of droop-nose leading edge flaps?,Permanent deformation of the wing,Adjustability during flight,Use only on military aircraft,,Permanent deformation of the wing,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What is a key feature of droop-nose leading edge flaps?"", ""question"": ""5. What is a key feature of droop-nose leading edge flaps?"", ""options"": [""Permanent deformation of the wing"", ""Adjustability during flight"", ""Use only on military aircraft""], ""correct"": ""Permanent deformation of the wing"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
